First_Name Middle_Name,Family_Name,Institution,Category
Michael I,Jordan,1,Mathematics
Claire,Kremen,1,Environment/Ecology
Dung-Hai,Lee,1,Physics
Jeffrey R,Long,1,Chemistry
Sheng,Luan,1,Plant & Animal Science
Ulrike,Malmendier,1,Economics & Business
Geoffrey W,Marcy,1,Space Science
Ramamoorthy,Ramesh,1,Materials Science
Ramamoorthy,Ramesh,1,Physics
David J,Schlegel,1,Space Science
Chris R,Somerville,1,Plant & Animal Science
F Dean,Toste,1,Chemistry
David NC,Tse,1,Computer Science
Peidong,Yang,1,Chemistry
Peidong,Yang,1,Materials Science
Peidong,Yang,1,Physics
Alex,Zettl,1,Physics
Xiang,Zhang,1,Physics
Oliver,Fiehn,1,Plant & Animal Science
Biswanath,Mukherjee,1,Computer Science
Howard V,Cornell,1,Environment/Ecology
Michael S,Denison,1,Pharmacology & Toxicology
Susan P,Harrison,1,Environment/Ecology
Robert J,Hijmans,1,Environment/Ecology
Pamela C,Ronald,1,Plant & Animal Science
Qi,Zhang,1,Geosciences
Eric,Rignot,1,Geosciences
Satya N,Atluri,1,Computer Science
Donald N,Forthal,1,Microbiology
Charles G,Glabe,1,Biology & Biochemistry
Zhidong,Han,1,Computer Science
Bradford A,Hawkins,1,Environment/Ecology
Syed Ali,Jafar,1,Computer Science
Susan M,O'Brien,1,Clinical Medicine
James T,Randerson,1,Geosciences
Edward L,Wright,1,Space Science
Michael,Jerrett,1,Environment/Ecology
Omar M,Yaghi,1,Chemistry
Michael F,Green,1,Psychiatry/Psychology
Matthew J,Budoff,1,Clinical Medicine
Andrea L,Bertozzi,1,Mathematics
David,Eisenberg,1,Biology & Biochemistry
Gregg C,Fonarow,1,Clinical Medicine
Nelson B,Freimer,1,Molecular Biology & Genetics
Daniel E,Furst,1,Clinical Medicine
Sander,Greenland,1,"Social Sciences, general"
Ron D,Hays,1,"Social Sciences, general"
David,Heber,1,Agricultural Sciences
Kendall N,Houk,1,Chemistry
Tatsuo,Itoh,1,Engineering
Richard B,Kaner,1,Chemistry
Gang,Li,1,Materials Science
Stephen R,Marder,1,Psychiatry/Psychology
Ni,Ni,1,Physics
Keith H,Nuechterlein,1,Psychiatry/Psychology
Stanley J,Osher,1,Computer Science
Stanley J,Osher,1,Mathematics
Lawren,Sack,1,Plant & Animal Science
Ali H,Sayed,1,Engineering
Alice E,Shapley,1,Space Science
Terence,Tao,1,Computer Science
Terence,Tao,1,Mathematics
Paul M,Thompson,1,Neuroscience & Behavior
Arthur W,Toga,1,Neuroscience & Behavior
Yang,Yang,1,Chemistry
Yang,Yang,1,Materials Science
Jeffrey I,Zink,1,Chemistry
Julia,Bailey-Serres,1,Plant & Animal Science
Alexander A,Balandin,1,Physics
Wei,Ren,1,Engineering
Charles E,Wyman,1,Biology & Biochemistry
Yadong,Yin,1,Chemistry
Bing,Ren,1,Molecular Biology & Genetics
James F,Sallis,1,"Social Sciences, general"
Yuri,Bazilevs,1,Computer Science
Yuri,Bazilevs,1,Engineering
Kristin S,Cadenhead,1,Psychiatry/Psychology
Don W,Cleveland,1,Neuroscience & Behavior
Anders M,Dale,1,Neuroscience & Behavior
Mark,Estelle,1,Plant & Animal Science
Douglas R,Galasko,1,Neuroscience & Behavior
Uri,Gneezy,1,Economics & Business
Kun-Liang,Guan,1,Molecular Biology & Genetics
Michael,Karin,1,Immunology
Michael,Karin,1,Molecular Biology & Genetics
Jacqueline,Kerr,1,"Social Sciences, general"
Eliezer,Masliah,1,Neuroscience & Behavior
Bernhard O,Palsson,1,Biology & Biochemistry
Sergei L Kosakovsky,Pond,1,Computer Science
Lewis J,Rubin,1,Clinical Medicine
William J,Sandborn,1,Clinical Medicine
Julian I,Schroeder,1,Plant & Animal Science
Murray B,Stein,1,Psychiatry/Psychology
Roger Y,Tsien,1,Biology & Biochemistry
Joseph,Wang,1,Chemistry
Arturo,Alvarez-Buylla,1,Neuroscience & Behavior
Leslie Z,Benet,1,Pharmacology & Toxicology
Jeffrey A,Bluestone,1,Immunology
Kathleen M,Giacomini,1,Pharmacology & Toxicology
Lewis L,Lanier,1,Immunology
Richard M,Locksley,1,Immunology
John LR,Rubenstein,1,Neuroscience & Behavior
Andrej,Sali,1,Biology & Biochemistry
William W,Seeley,1,Neuroscience & Behavior
Guillermo C,Bazan,1,Materials Science
Steven D,Gaines,1,Environment/Ecology
Arthur C,Gossard,1,Physics
Craig J,Hawker,1,Chemistry
Alan J,Heeger,1,Chemistry
Alan J,Heeger,1,Materials Science
Kevin D,Lafferty,1,Environment/Ecology
Samir,Mitragotri,1,Pharmacology & Toxicology
Daniel,Moses,1,Materials Science
Thuc-Quyen,Nguyen,1,Materials Science
Joshua P,Schimel,1,Agricultural Sciences
David,Haussler,1,Computer Science
Galt P,Barber,1,Biology & Biochemistry
Brian J,Braney,1,Biology & Biochemistry
Hiram,Clawson,1,Biology & Biochemistry
Melissa S,Cline,1,Biology & Biochemistry
Mark,Diekhans,1,Biology & Biochemistry
Pauline A,Fujita,1,Biology & Biochemistry
Rachel A,Harte,1,Biology & Biochemistry
David,Haussler,1,Biology & Biochemistry
David,Haussler,1,Molecular Biology & Genetics
Angie S,Hinrichs,1,Biology & Biochemistry
Fan,Hsu,1,Biology & Biochemistry
Donna,Karolchik,1,Biology & Biochemistry
W James,Kent,1,Biology & Biochemistry
W James,Kent,1,Molecular Biology & Genetics
Robert M,Kuhn,1,Biology & Biochemistry
Katrina,Learned,1,Biology & Biochemistry
Brooke,Rhead,1,Biology & Biochemistry
Constance M,Rockosi,1,Space Science
Kate R,Rosenbloom,1,Biology & Biochemistry
Ann S,Zweig,1,Biology & Biochemistry
Bruce L,Miller,1,Neuroscience & Behavior
Michael W,Weiner,1,Neuroscience & Behavior
David C,Rubinsztein,1,Biology & Biochemistry
Michael,Ashburner,1,Biology & Biochemistry
David C,Baulcombe,1,Plant & Animal Science
Edward T,Bullmore,1,Neuroscience & Behavior
Edward T,Bullmore,1,Psychiatry/Psychology
John,Danesh,1,Clinical Medicine
Christopher M,Dobson,1,Biology & Biochemistry
Paul,Dupree,1,Plant & Animal Science
Douglas F,Easton,1,Molecular Biology & Genetics
Andrea C,Ferrari,1,Materials Science
Andrea C,Ferrari,1,Physics
Richard H,Friend,1,Materials Science
Richard H,Friend,1,Physics
Simon DW,Frost,1,Computer Science
Kay-Tee,Khaw,1,Clinical Medicine
Kay-Tee,Khaw,1,Molecular Biology & Genetics
Trevor W,Robbins,1,Neuroscience & Behavior
John,Robertson,1,Physics
Henning,Sirringhaus,1,Materials Science
Simon G,Thompson,1,Clinical Medicine
Nicholas J,Wareham,1,"Social Sciences, general"
Valerie,Wood,1,Biology & Biochemistry
David RW,Jayne,1,Clinical Medicine
John RB,Perry,1,Molecular Biology & Genetics
John W,Blunt,1,Pharmacology & Toxicology
Murray HG,Munro,1,Pharmacology & Toxicology
Nicola J,Mulder,1,Biology & Biochemistry
Demetrios N,Christodoulides,1,Physics
George L,Bakris,1,Clinical Medicine
Luigi,Zingales,1,Economics & Business
David D,Awschalom,1,Physics
Marianne,Bertrand,1,Economics & Business
Cheng,Chin,1,Physics
James,Heckman,1,Economics & Business
Richard A,Larson,1,Clinical Medicine
Christian,Leuz,1,Economics & Business
Stephan S,Meyer,1,Space Science
Donald G,York,1,Space Science
Wenbin,Lin,1,Chemistry
Paul E,Keck,1,Psychiatry/Psychology
Guirong,Liu,1,Engineering
Richard C,Becker,1,Clinical Medicine
Jose Luis,Zamorano,1,Clinical Medicine
Da-Wen,Sun,1,Agricultural Sciences
Nick C,Fox,1,Neuroscience & Behavior
Martin N,Rossor,1,Neuroscience & Behavior
Karl J,Friston,1,Neuroscience & Behavior
David T,Jones,1,Computer Science
Michael G,Marmot,1,"Social Sciences, general"
Susan,Michie,1,"Social Sciences, general"
Patrick,Royston,1,"Social Sciences, general"
Greg J,Towers,1,Microbiology
Javier,Herrero,1,Biology & Biochemistry
Rachael P,Huntley,1,Biology & Biochemistry
Geoffrey,Burnstock,1,Pharmacology & Toxicology
Raymond J,Dolan,1,Neuroscience & Behavior
Chris D,Frith,1,Neuroscience & Behavior
Julienne C,Stroeve,1,Geosciences
Jose Luis,Jimenez,1,Geosciences
Russell E,Glasgow,1,"Social Sciences, general"
Jun,Ye,1,Physics
Noah,Fierer,1,Environment/Ecology
Deborah S,Jin,1,Physics
Rob,Knight,1,Biology & Biochemistry
Rob,Knight,1,Microbiology
Mark C,Serreze,1,Geosciences
James WC,White,1,Geosciences
Dorthe,Dahl-Jensen,1,Geosciences
Lars Juhl,Jensen,1,Biology & Biochemistry
Sigfus J,Johnsen,1,Geosciences
Soren GF,Rasmussen,1,Biology & Biochemistry
Jorgen Peder,Steffensen,1,Geosciences
Anders M,Svensson,1,Geosciences
Bo M,Vinther,1,Geosciences
Sune Olander,Rasmussen,1,Geosciences
Blake C,Meyers,1,Plant & Animal Science
Cathy H,Wu,1,Biology & Biochemistry
Luke AJ,O'Neill,1,Immunology
Dario R,Alessi,1,Biology & Biochemistry
D Grahame,Hardie,1,Biology & Biochemistry
Andrew P,Morris,1,Molecular Biology & Genetics
Colin,Palmer,1,Molecular Biology & Genetics
David M,Alexander,1,Space Science
Carlos S,Frenk,1,Space Science
Ian R,Smail,1,Space Science
Phil D,Jones,1,Geosciences
A Riitta,Torronen,1,Agricultural Sciences
Keith AA,Fox,1,Clinical Medicine
Harry,Campbell,1,Molecular Biology & Genetics
Ken,Donaldson,1,Pharmacology & Toxicology
Rodger,Duffin,1,Pharmacology & Toxicology
Francis Gerry R,Fowkes,1,Clinical Medicine
Bert,Overduin,1,Biology & Biochemistry
Igor,Rudan,1,Molecular Biology & Genetics
David S,Stevenson,1,Geosciences
John S,Thompson,1,Computer Science
James F,Wilson,1,Molecular Biology & Genetics
Ying-Chang,Liang,1,Computer Science
William,Zhu,1,Computer Science
Stefan,Funk,1,Space Science
Dirk M,Guldi,1,Chemistry
Martin F,Fromm,1,Pharmacology & Toxicology
Patrik,Schmuki,1,Chemistry
Stephan,Achenbach,1,Clinical Medicine
W Neil,Adger,1,"Social Sciences, general"
Peter M,Cox,1,Geosciences
Timothy M,Frayling,1,Molecular Biology & Genetics
Pierre,Friedlingstein,1,Geosciences
Andrew T,Hattersley,1,Molecular Biology & Genetics
Michael N,Weedon,1,Molecular Biology & Genetics
Ado,Jorio,1,Physics
Adriano,Nunes-Nesi,1,Plant & Animal Science
Stefano,Volinia,1,Clinical Medicine
Paolo,Nannipieri,1,Agricultural Sciences
Andrea,Scozzafava,1,Pharmacology & Toxicology
Dominick J,Angiolillo,1,Clinical Medicine
George,Christou,1,Chemistry
Robert D,Holt,1,Environment/Ecology
Julie A,Johnson,1,Pharmacology & Toxicology
Pamela S,Soltis,1,Plant & Animal Science
Douglas E,Soltis,1,Plant & Animal Science
Liwei,Gu,1,Agricultural Sciences
Carsten F,Dormann,1,Environment/Ecology
Patrice,Nordmann,1,Pharmacology & Toxicology
Patrice,Nordmann,1,Immunology
Laurent,Poirel,1,Pharmacology & Toxicology
Emmanouil T,Dermitzakis,1,Molecular Biology & Genetics
Zheng-Hua,Ye,1,Plant & Animal Science
Ruiqin,Zhong,1,Plant & Animal Science
Juerg,Luterbacher,1,Geosciences
Ian,Ford,1,Clinical Medicine
John JV,McMurray,1,Clinical Medicine
William,Mullen,1,Agricultural Sciences
Naveed,Sattar,1,Clinical Medicine
Alan,Crozier,1,Agricultural Sciences
Kaj,Blennow,1,Neuroscience & Behavior
Karl B,Swedberg,1,Clinical Medicine
Yakov,Kuzyakov,1,Agricultural Sciences
Lutz,Ackermann,1,Chemistry
Teja,Tscharntke,1,Environment/Ecology
Francisco,Herrera,1,Computer Science
Francisco,Herrera,1,Engineering
Enrique,Herrera-Viedma,1,Computer Science
Enrique,Herrera-Viedma,1,Engineering
Sandra,Lavorel,1,Environment/Ecology
Pierre,Taberlet,1,Environment/Ecology
Wilfried,Thuiller,1,Environment/Ecology
Cisca,Wijmenga,1,Molecular Biology & Genetics
Jan C,Hummelen,1,Materials Science
Willem A,Nolen,1,Psychiatry/Psychology
Johan,Ormel,1,Psychiatry/Psychology
Dirk J,van Veldhuisen,1,Clinical Medicine
Andre PC,Faaij,1,Engineering
Paul DN,Hebert,1,Plant & Animal Science
Klaus,Kaiser,1,Agricultural Sciences
Stephen,Vargo,1,Economics & Business
Laurence N,Kolonel,1,"Social Sciences, general"
Loic,Le Marchand,1,"Social Sciences, general"
Werner,Hacke,1,Neuroscience & Behavior
Andreas,von Deimling,1,Neuroscience & Behavior
Jaakko,Tuomilehto,1,Molecular Biology & Genetics
Veli-Matti,Kerminen,1,Geosciences
Willem M,de Vos,1,Microbiology
Janne T,Backman,1,Pharmacology & Toxicology
Jaakko,Kangasjarvi,1,Plant & Animal Science
Markku,Kulmala,1,Geosciences
Pertti J,Neuvonen,1,Pharmacology & Toxicology
Mikko,Niemi,1,Pharmacology & Toxicology
Markku S,Nieminen,1,Clinical Medicine
Tuukka,Petaja,1,Geosciences
Franz-Josef,Neumann,1,Clinical Medicine
Klaus,Becker,1,Agricultural Sciences
Jochen,Weiss,1,Agricultural Sciences
Yi,Guan,1,Microbiology
Joseph SM,Peiris,1,Microbiology
Leo LM,Poon,1,Microbiology
Kwok-Yung,Yeun,1,Microbiology
Kwok-Hung,Chan,1,Microbiology
James,Lam,1,Computer Science
James,Lam,1,Engineering
Min,Sun,1,Geosciences
Guochun,Zhao,1,Geosciences
Roland E,Schmieder,1,Clinical Medicine
Eric,Van Cutsem,1,Clinical Medicine
Gerald,Simonneau,1,Clinical Medicine
Hugo A,Katus,1,Clinical Medicine
Guy,De Backer,1,Clinical Medicine
Olafs,Daugulis,1,Chemistry
Maggie,Paulose,1,Materials Science
Oomman K,Varghese,1,Materials Science
John GF,Cleland,1,Clinical Medicine
Thorsteinn,Loftsson,1,Pharmacology & Toxicology
Jaume,Flexas,1,Plant & Animal Science
Stephen US,Choi,1,Engineering
Tami C,Bond,1,Geosciences
Frank J,Chaloupka,1,"Social Sciences, general"
John M,Davis,1,Psychiatry/Psychology
Stephen P,Long,1,Plant & Animal Science
Yi,Lu,1,Chemistry
Richard I,Masel,1,Engineering
Catherine J,Murphy,1,Chemistry
Catherine J,Murphy,1,Materials Science
Donald R,Ort,1,Plant & Animal Science
John A,Rogers,1,Materials Science
John A,Rogers,1,Physics
Anita,Reimer,1,Space Science
Olaf,Reimer,1,Space Science
Achim,Zeileis,1,Computer Science
Rudolf,Grimm,1,Physics
Daniel J,Diekema,1,Microbiology
Jian,Huang,1,Mathematics
Kristian E,Markon,1,Psychiatry/Psychology
Michael A,Pfaller,1,Microbiology
Salvador,Garcia,1,Computer Science
Juan,Bisquert,1,Chemistry
Shaher,Momani,1,Mathematics
A Townsend,Peterson,1,Environment/Ecology
Jorge,Soberon,1,Environment/Ecology
Wan RW,Daud,1,Engineering
Siti Kartom,Kamarudin,1,Engineering
Marco,Liserre,1,Engineering
Stefan W,Albert,1,Clinical Medicine
Andre,Franke,1,Molecular Biology & Genetics
Stefan,Schreiber,1,Molecular Biology & Genetics
Andreas,Hochhaus,1,Clinical Medicine
Michael,Bohm,1,Clinical Medicine
Urs,Fischbacher,1,Economics & Business
Vladimir I,Falko,1,Physics
Antoine,Guisan,1,Environment/Ecology
Juerg,Tschopp,1,Immunology
Mario,Leclerc,1,Chemistry
Sylvain,Moineau,1,Microbiology
Gary,Williamson,1,Agricultural Sciences
Kenneth S,Carslaw,1,Geosciences
Eric,Dickinson,1,Agricultural Sciences
Paul,Emery,1,Clinical Medicine
Christine H,Foyer,1,Plant & Animal Science
Alistair S,Hall,1,Molecular Biology & Genetics
Jenny M,Jones,1,Engineering
Oliver L,Phillips,1,Environment/Ecology
Nilesh J,Samani,1,Molecular Biology & Genetics
Peter F,Stadler,1,Computer Science
Gerhard,Schuler,1,Clinical Medicine
Korbinian,Strimmer,1,Computer Science
Michael J,Zaworotko,1,Chemistry
Mario AT,Figueiredo,1,Engineering
Jose M,Bioucas-Dias,1,Engineering
Peter MA,Calverley,1,Clinical Medicine
M,Pirmohamed,1,Pharmacology & Toxicology
I Stuart,Wood,1,Agricultural Sciences
Martin H,Prins,1,Clinical Medicine
Mustafa,Balat,1,Engineering
Havva,Balat,1,Engineering
M Fatih,Demirbas,1,Engineering
Alison Ruth,Yung,1,Psychiatry/Psychology
Richard D,Bardgett,1,Environment/Ecology
Peter,Blake,1,Physics
Andre K,Geim,1,Materials Science
Andre K,Geim,1,Physics
Carole A,Goble,1,Computer Science
Sam,Griffiths-Jones,1,Biology & Biochemistry
J Brian,Houston,1,Pharmacology & Toxicology
Konstantin S,Novoselov,1,Materials Science
Konstantin S,Novoselov,1,Physics
Fredrik,Schedin,1,Physics
Robert D,Stevens,1,Computer Science
Lorraine A,Remer,1,Geosciences
Jeremy D,Selengut,1,Biology & Biochemistry
Robert W,Buchanan,1,Psychiatry/Psychology
Eric Andrew,Decker,1,Agricultural Sciences
Katherine A,Fitzgerald,1,Immunology
Mauro,Giavalisco,1,Space Science
Derek R,Lovley,1,Microbiology
David Julian,McClements,1,Agricultural Sciences
Vincent M,Rotello,1,Chemistry
Thomas P,Russell,1,Materials Science
Baoshan S,Xing,1,Environment/Ecology
Joerg J,Meerpohl,1,"Social Sciences, general"
Diederick E,Grobbee,1,Clinical Medicine
Rene S,Kahn,1,Psychiatry/Psychology
Karel GM,Moons,1,"Social Sciences, general"
Arno W,Hoes,1,Clinical Medicine
Christos,Pantelis,1,Psychiatry/Psychology
Ashley I,Bush,1,Neuroscience & Behavior
Jane,Elith,1,Environment/Ecology
Billie,Giles-Corti,1,"Social Sciences, general"
Mike E,Goddard,1,Agricultural Sciences
Peter Gavin,Hall,1,Mathematics
Michael R,Kearney,1,Environment/Ecology
Alan D,Lopez,1,Clinical Medicine
Colin L,Masters,1,Neuroscience & Behavior
Lisa J,Phillips,1,Psychiatry/Psychology
Patrick D,McGorry,1,Psychiatry/Psychology
Philip D,Harvey,1,Psychiatry/Psychology
Shigui,Ruan,1,Mathematics
Brian J,Soden,1,Geosciences
T Nejat,Veziroglu,1,Engineering
Lucina Q,Uddin,1,Neuroscience & Behavior
Goncalo R,Abecasis,1,Computer Science
Goncalo R,Abecasis,1,Molecular Biology & Genetics
Eric R,Bates,1,Clinical Medicine
Eric F,Bell,1,Space Science
Patricia A,Berglund,1,Psychiatry/Psychology
Michael,Boehnke,1,Molecular Biology & Genetics
Bradley J,Cardinale,1,Environment/Ecology
Arul M,Chinnaiyan,1,Clinical Medicine
Stephen R,Forrest,1,Materials Science
Stephen R,Forrest,1,Physics
Luigi,Franchi,1,Immunology
Daniel F,Hayes,1,Clinical Medicine
Anne U,Jackson,1,Molecular Biology & Genetics
Lutz,Kilian,1,Economics & Business
Anna SF,Lok,1,Clinical Medicine
Catherine,Lord,1,Psychiatry/Psychology
Gabriel,Nunez,1,Immunology
Melanie S,Sanford,1,Chemistry
Amy J,Schulz,1,"Social Sciences, general"
Laura J,Scott,1,Molecular Biology & Genetics
Corey RJ,Stephenson,1,Chemistry
Heather M,Stringham,1,Molecular Biology & Genetics
Cristen J,Willer,1,Molecular Biology & Genetics
Yang,Zhang,1,Biology & Biochemistry
Ji,Zhu,1,Mathematics
Giuseppe,Mancia,1,Clinical Medicine
Nuno MR,Peres,1,Physics
Georgios B,Giannakis,1,Computer Science
Peter B,Reich,1,Plant & Animal Science
R Lawrence,Edwards,1,Geosciences
Jane,Glazebrook,1,Plant & Animal Science
David R,Jacobs,1,"Social Sciences, general"
Nihar,Jindal,1,Computer Science
Robert F,Krueger,1,Psychiatry/Psychology
Stephen,Polasky,1,Environment/Ecology
Peter B,Reich,1,Environment/Ecology
Eric W,Seabloom,1,Environment/Ecology
Mary T,Story,1,"Social Sciences, general"
David,Tilman,1,Environment/Ecology
Donald G,Truhlar,1,Chemistry
Kathleen D,Vohs,1,Psychiatry/Psychology
Hui,Zou,1,Mathematics
Yidong,Liu,1,Plant & Animal Science
J Chris,Pires,1,Plant & Animal Science
Shuqun,Zhang,1,Plant & Animal Science
Ragan M,Callaway,1,Environment/Ecology
Gordon,Luikart,1,Environment/Ecology
Pierre,Legendre,1,Environment/Ecology
Veit,Hornung,1,Immunology
Theodor W,Hansch,1,Physics
Hans-Juergen,Moeller,1,Psychiatry/Psychology
Immanuel,Bloch,1,Physics
Frank,Glorius,1,Chemistry
Joerg,Kudla,1,Plant & Animal Science
Stefano,Passerini,1,Engineering
Martin,Winter,1,Engineering
John B,Buse,1,Clinical Medicine
Jeffery L,Dangl,1,Plant & Animal Science
Terry P,Kenakin,1,Pharmacology & Toxicology
Joseph J,Kieber,1,Plant & Animal Science
Karen L,Mohlke,1,Molecular Biology & Genetics
Hans W,Paerl,1,Environment/Ecology
Diana O,Perkins,1,Psychiatry/Psychology
Charles M,Perou,1,Clinical Medicine
Barry M,Popkin,1,Agricultural Sciences
Barry M,Popkin,1,"Social Sciences, general"
Bryan L,Roth,1,Biology & Biochemistry
Sidney C,Smith,1,Clinical Medicine
Garret D,Stuber,1,Neuroscience & Behavior
Patrick F,Sullivan,1,Psychiatry/Psychology
Jenny PY,Ting,1,Immunology
Richard A,Dixon,1,Plant & Animal Science
Ron,Mittler,1,Plant & Animal Science
Vladimir,Shulaev,1,Plant & Animal Science
Julio,Collado-Vides,1,Biology & Biochemistry
Socorro,Gama-Castro,1,Biology & Biochemistry
Sandra,Diaz,1,Environment/Ecology
Rudolf,Krska,1,Agricultural Sciences
Mehmet C,Vuran,1,Computer Science
Kenneth G,Cassman,1,Agricultural Sciences
Brigitte,Mauch-Mani,1,Plant & Animal Science
Xuexian O,Yang,1,Immunology
Martin A,Green,1,Engineering
William K,Cornwell,1,Environment/Ecology
Thomas,Wiedmann,1,Economics & Business
John F,Forbes,1,Clinical Medicine
Bertrand M,Hochwald,1,Computer Science
Prashant V,Kamat,1,Chemistry
Timothy C,Beers,1,Space Science
J Nicholas,Laneman,1,Computer Science
Stephen PH,Alexander,1,Pharmacology & Toxicology
Malcolm J,Bennett,1,Plant & Animal Science
Neil R,Champness,1,Chemistry
Christopher J,Conselice,1,Space Science
Ibrahim,Dincer,1,Engineering
Marc A,Rosen,1,Engineering
Judith H,Hibbard,1,"Social Sciences, general"
Terje K,Berntsen,1,Geosciences
Richie,Poulton,1,Psychiatry/Psychology
Keith,Fagnou,1,Chemistry
Daniel,Krewski,1,"Social Sciences, general"
Heidi,Johansen-Berg,1,Neuroscience & Behavior
Andy,Hector,1,Environment/Ecology
Michael L,Dustin,1,Immunology
Timothy EJ,Behrens,1,Neuroscience & Behavior
Douglas G,Altman,1,Clinical Medicine
Douglas G,Altman,1,"Social Sciences, general"
Colin,Baigent,1,Clinical Medicine
Peter G,Bruce,1,Chemistry
Richard G,Compton,1,Chemistry
Peter J,Donnelly,1,Molecular Biology & Genetics
Martin,Farrall,1,Molecular Biology & Genetics
Guy M,Goodwin,1,Psychiatry/Psychology
Siamon,Gordon,1,Immunology
Rury R,Holman,1,Clinical Medicine
Mark,Jenkinson,1,Neuroscience & Behavior
Cecilia M,Lindgren,1,Molecular Biology & Genetics
Jonathan L,Marchini,1,Molecular Biology & Genetics
